Column fy Mpa,Beam fy Mpa,Columns 1-3 I mm4*10^6,Columns 4-6 I mm4*10^6,Columns 1-3 A mm2,Columns 4-6 A mm2,Beam I mm4*10^6,Spans,Number of floors,Floor height m,Span width m,LLRS tributary width m,Floor mass kg,Facade Load kN/m,PGA g,Magnitude,Distance to fault km,Period s,Max drift mm,Final Dead Load,Final Live Load,soil_class__B,soil_class__C
275,275,1119,0,21176,0,231.3,6,2,3.5,5,2,13990.284,1,0.1,6.1,32.84,0.139537518,0.444206724,2,6,1,0
275,275,16.73,0,3877,0,19.43,4,3,3,5,10,86470.56,0,0.3,6.6,10.27,2.29067406,76.58327022,8,2,1,0
275,275,25.1,0,4525,0,38.92,2,3,3.5,8,1.5,12978.7416,2,0.171,6,17.28,1.270185512,46.06150386,4.5,4.5,0,1
355,355,229.3,182.6,12437,11253,162.7,4,5,3,5,4.5,29734.452,0,0.1,6.69,35.66,0.754302239,10.40764599,4.5,1.5,1,0
275,275,1119,0,21176,0,920.8,3,1,4,3,8,23306.2632,2,0.15,6.33,18.96,0.103118074,0.625939906,8,8,0,1
235,235,54.1,0,6434,0,231.3,6,2,3,7,8,203189.5008,4,0.354,6.5,15.82,0.97457197,39.76285534,20,4,1,0
355,275,54.1,0,6434,0,83.56,1,1,4,8,3,20883.456,4,0.1,6.1,32.84,0.579948885,38.27462052,7.5,7.5,1,0
275,235,104.5,0,8682,0,920.8,2,1,4,5,7.5,30998.88,4,0.171,6,17.28,0.360434619,12.19459305,5,7.5,0,1
235,235,1119,0,21176,0,162.7,4,1,3.5,5,4,38911.752,3,0.171,6,17.28,0.125485731,1.178102077,12,12,0,1
275,275,869.7,637.2,19754,17803,671.2,6,6,4,4,2,20198.2176,2,0.3,6.6,10.27,0.482385663,9.612756378,4,8,1,0
355,355,54.1,36.92,6434,5383,482,4,5,3.5,5,6,88428.384,1,0.283,7.28,19.74,2.015059338,26.56304107,12,8,0,1
235,235,25.1,16.73,4525,3877,337.4,4,4,3.5,6,15,77456.412,1,0.1,6.69,35.66,2.151650192,19.24038827,3,12,1,0
355,355,229.3,0,12437,0,920.8,6,2,3,7,10,191866.752,0,0.1,6.1,32.84,0.492905617,19.44515814,8,4,1,0
235,235,104.5,0,8682,0,57.9,3,2,3,6,10.5,100987.0092,0,0.123,6.19,12.9,0.959715875,12.43315631,17.5,3.5,0,1
235,235,25.1,0,4525,0,162.7,5,2,3,4,7,109719.72,2,0.1,6.1,32.84,1.037233242,15.40355566,21,17.5,1,0
275,275,450.7,330.9,15898,14276,337.4,5,5,3.5,8,6,180935.568,2,0.3,6.6,10.27,1.573444007,27.72371905,18,12,1,0
275,235,276.9,0,13347,0,920.8,6,1,4,6,20,248317.344,4,0.354,6.5,15.82,0.428322525,28.58637635,8,16,1,0
235,235,182.6,136.7,11253,9726,1412,5,6,3.5,5,2.5,36454.275,1,0.3,6.6,10.27,0.855926097,21.17446553,12.5,2.5,1,0
275,235,182.6,136.7,11253,9726,83.56,3,5,4,8,3,37247.6016,2,0.1,6.69,35.66,1.930639974,17.918141,12,3,1,0
275,275,25.1,0,4525,0,671.2,5,1,3,4,6,24635.952,2,0.2,6.77,23.99,0.297227519,7.356223229,3,6,0,1
275,275,1119,0,21176,0,27.72,1,2,3,6,10.5,16555.8492,2,0.171,6,17.28,0.329487556,7.321408669,3.5,10.5,0,1
235,235,1119,0,21176,0,920.8,6,2,3,8,4,79552.9152,2,0.283,7.28,19.74,0.207181701,6.333152486,12,8,0,1
355,355,25.1,16.73,4525,3877,83.56,3,5,3.5,8,8,102589.9776,0,0.283,7.28,19.74,4.173317121,122.5996055,20,4,0,1
275,275,16.73,10.33,3877,3142,231.3,3,6,3.5,3,15,72255.942,1,0.123,6.19,12.9,4.216607449,15.37884054,10,10,0,1
275,275,450.7,330.9,15898,14276,57.9,2,5,3,7,7.5,37994.022,3,0.15,6.33,18.96,1.562951674,44.20658104,5,7.5,0,1
275,275,1412,1119,22646,21176,57.9,3,6,4,6,10.5,76318.4268,0,0.1,6.1,32.84,2.514251074,16.44012003,10.5,14,1,0
355,275,637.2,0,17803,0,920.8,4,2,3,8,12,250503.5808,3,0.14,5.9,25.5,0.493509388,7.086289864,20,16,0,1
275,275,16.73,0,3877,0,337.4,4,3,3,4,8,19447.7184,1,0.354,6.5,15.82,0.803866746,30.46005742,4,4,1,0
275,275,3034,2153,28583,26048,3.178,3,4,3,5,1.5,6974.748,1,0.1,6.69,35.66,0.351116673,2.566623986,3,1.5,1,0
235,235,6.062,0,2534,0,671.2,1,1,4,3,15,11379.852,0,0.354,6.5,15.82,1.025645753,62.46933062,6,6,1,0
235,235,16.73,10.33,3877,3142,337.4,3,6,3,6,12,80931.5496,1,0.15,6.33,18.96,3.587886602,64.12027315,9,6,0,1
275,275,77.63,54.1,7684,6434,8.693,5,6,3,3,10,120732.48,4,0.15,6.33,18.96,4.198211151,68.41576869,15,10,0,1
355,355,5538,4221,34685,32053,8.693,5,5,4,4,9,89978.328,2,0.123,6.19,12.9,1.509055491,12.64741282,6,3,0,1
275,275,25.1,0,4525,0,38.92,6,2,3,7,7.5,98992.476,2,0.1,6.1,32.84,1.145008991,13.65992697,5,7.5,1,0
275,275,1119,0,21176,0,482,4,1,4,5,12,65913.408,4,0.123,6.19,12.9,0.166278715,1.122753798,2,8,0,1
275,235,54.1,0,6434,0,920.8,6,3,3,6,24,340857.1584,4,0.3,6.6,10.27,1.599187985,47.90660434,12,8,1,0
275,275,3034,2153,28583,26048,19.43,3,6,3,4,8,62209.8576,3,0.123,6.19,12.9,1.591653289,9.793086708,20,8,0,1
275,275,450.7,330.9,15898,14276,231.3,4,5,3.5,8,15,212790.996,3,0.15,6.33,18.96,2.116349739,57.19587494,7.5,10,0,1
235,235,1119,0,21176,0,83.56,6,1,3,4,7,83338.0416,4,0.171,6,17.28,0.131408857,1.290756047,10.5,14,0,1
235,235,1119,0,21176,0,231.3,5,1,3,6,15,165191.4,3,0.15,6.33,18.96,0.186292692,2.451069826,5,12.5,0,1
355,275,276.9,0,13347,0,57.9,2,1,3,6,3,20043.2232,3,0.171,6,17.28,0.182720429,2.485470035,9,12,0,1
275,235,330.9,0,14276,0,27.72,4,1,3,3,7.5,45152.316,4,0.14,5.9,25.5,0.194978179,4.096360096,4.5,4.5,0,1
235,235,229.3,0,12437,0,337.4,2,3,4,7,18,199241.2224,4,0.14,5.9,25.5,1.929815397,10.79179259,18,12,0,1
355,355,637.2,450.7,17803,15898,13.17,2,5,4,4,21,75213.072,4,0.1,6.69,35.66,3.78727532,28.71196658,7,17.5,1,0
275,235,104.5,77.63,8682,7684,671.2,1,6,3,7,2,7684.4592,4,0.15,6.2,13.91,0.799228916,3.58187751,4,2,1,0
355,235,330.9,276.9,14276,13347,19.43,2,6,4,3,24,43463.6928,0,0.3,6.6,10.27,3.335533695,38.27634236,8,16,1,0
235,235,10.33,6.062,3142,2534,1412,5,4,3.5,6,12,175469.976,2,0.171,6,17.28,4.323988598,31.35801262,8,4,0,1
235,235,869.7,637.2,19754,17803,337.4,1,5,3.5,7,4.5,10458.0432,2,0.171,6,17.28,0.701820396,9.992403801,3,1.5,0,1
355,275,36.92,25.1,5383,4525,13.17,2,5,3,4,6,32434.6176,4,0.283,7.28,19.74,2.921656355,38.23119788,8,8,0,1
235,235,450.7,0,15898,0,920.8,1,1,3.5,4,4,4421.4192,1,0.3,6.6,10.27,0.081759891,0.499759377,4,16,1,0
235,235,104.5,77.63,8682,7684,1412,2,6,4,6,1.5,12946.1112,4,0.354,6.5,15.82,1.138634053,21.39661437,4.5,4.5,1,0
235,235,136.7,104.5,9726,8682,162.7,5,6,3,7,3.5,95505.102,2,0.354,6.5,15.82,1.737261104,22.99870048,21,14,1,0
355,275,25.1,16.73,4525,3877,27.72,6,4,3.5,3,4,28200.8232,1,0.283,7.28,19.74,1.342156931,28.07102663,6,4,0,1
275,235,1119,0,21176,0,231.3,6,2,3,6,10.5,77921.3952,2,0.123,6.19,12.9,0.256306714,1.091962037,3.5,10.5,0,1
275,275,4221,3034,32053,28583,1412,6,5,3.5,7,10.5,280605.1248,0,0.171,6,17.28,0.780855211,9.438864254,21,3.5,0,1
235,235,2153,1752,26048,24164,83.56,4,5,4,7,10.5,80943.786,3,0.1,6.1,32.84,1.567600975,10.64029425,3.5,17.5,1,0
275,235,1119,0,21176,0,19.43,5,3,4,4,10,134600.4,2,0.1,6.1,32.84,1.341855939,15.38719041,10,10,1,0
275,275,2153,1752,26048,24164,117.7,1,4,4,7,21,84341.4264,2,0.1,6.1,32.84,1.931359425,13.04480373,14,14,1,0
235,235,1119,869.7,21176,19754,671.2,2,4,4,5,3.5,21189.366,3,0.3,6.6,10.27,0.490426876,13.64560778,14,7,1,0
235,235,136.7,0,9726,0,83.56,1,1,3,6,15,38911.752,0,0.3,6.6,10.27,0.38388788,21.39981271,12,3,1,0
235,235,104.5,77.63,8682,7684,57.9,3,4,3,6,10,130032.144,4,0.354,6.5,15.82,2.263990653,33.27548799,15,2.5,1,0
275,275,10.33,0,3142,0,920.8,5,2,3.5,5,21,224843.85,0,0.15,6.2,13.91,2.674071229,17.09439032,10.5,17.5,1,0
235,235,104.5,0,8682,0,337.4,1,2,4,5,3.5,4721.211,1,0.15,6.2,13.91,0.334824949,5.189741189,3.5,14,1,0
355,275,16.73,10.33,3877,3142,38.92,2,4,3.5,5,20,75661.74,3,0.3,6.6,10.27,4.056839853,47.16070028,8,16,1,0
275,275,637.2,450.7,17803,15898,8.693,2,4,3,4,3,17440.9488,2,0.3,6.6,10.27,1.034369726,29.79138408,7.5,6,1,0
355,355,77.63,54.1,7684,6434,27.72,3,5,4,6,15,154056.276,2,0.123,6.19,12.9,5.788656383,15.47264431,15,3,0,1
275,275,276.9,229.3,13347,12437,671.2,6,5,3.5,7,15,287800.128,0,0.2,6.77,23.99,1.672188908,29.87589765,12,6,0,1
275,275,25.1,0,4525,0,920.8,2,2,3,5,2,11379.852,3,0.123,6.19,12.9,0.475240922,2.92058794,6,4,0,1
355,235,54.1,36.92,6434,5383,57.9,2,6,4,6,10,39972.24,4,0.1,6.1,32.84,3.708367258,12.35263185,2,10,1,0
275,275,136.7,0,9726,0,8.693,6,2,3,4,9,79047.144,2,0.15,6.2,13.91,0.829968797,10.61103961,3,7.5,1,0
275,275,330.9,0,14276,0,19.43,3,1,4,7,9,85691.5092,1,0.15,6.33,18.96,0.492228366,19.0218387,6,1.5,0,1
235,235,136.7,0,9726,0,337.4,6,2,3,3,6,25060.1472,2,0.354,6.5,15.82,0.228611663,6.706298584,1.5,4.5,1,0
355,235,36.92,25.1,5383,4525,1412,3,6,3.5,3,21,49324.9284,4,0.15,6.33,18.96,2.341213445,46.05865013,3.5,7,0,1
235,235,6447,5538,40005,34685,83.56,1,6,3,7,10.5,29679.3882,0,0.14,5.9,25.5,1.123137256,3.115911312,10.5,14,0,1
235,235,36.92,25.1,5383,4525,83.56,2,4,4,8,10,113309.064,1,0.171,6,17.28,4.384326975,29.02229694,12,6,0,1
235,235,36.92,0,5383,0,83.56,5,2,3,8,12,102459.456,1,0.1,6.69,35.66,1.005647307,20.71587284,3,12,1,0
235,235,229.3,0,12437,0,117.7,1,2,3.5,3,21,30321.7992,0,0.3,6.6,10.27,0.603514042,24.61211696,14,10.5,1,0
235,235,1119,0,21176,0,57.9,1,1,3.5,7,21,30778.6248,1,0.2,6.77,23.99,0.200275807,3.32691858,3.5,10.5,0,1
355,275,1119,0,21176,0,920.8,5,3,3.5,6,8,112167,2,0.171,6,17.28,0.442822303,11.0735064,12,20,0,1
235,235,182.6,136.7,11253,9726,162.7,1,4,3,8,20,28062.144,0,0.1,6.1,32.84,1.21658127,9.654372573,4,12,1,0
275,275,276.9,0,13347,0,337.4,5,3,3,5,12,213219.27,3,0.2,6.77,23.99,0.8507636,36.67063959,24,8,0,1
355,235,1119,0,21176,0,337.4,6,2,3,4,7.5,47905.506,3,0.123,6.19,12.9,0.173693186,0.729632957,1.5,6,0,1
235,235,16.73,10.33,3877,3142,27.72,6,5,3.5,3,15,89203.356,0,0.123,6.19,12.9,3.377104184,15.65499008,7.5,2.5,0,1
235,235,36.92,25.1,5383,4525,117.7,6,6,3,8,12,195292.944,1,0.1,6.1,32.84,3.492343018,12.5297765,4,10,1,0
235,235,450.7,330.9,15898,14276,1752,3,4,3.5,5,14,141534.36,2,0.2,6.77,23.99,0.933975738,28.75667745,17.5,17.5,0,1
275,235,10.33,6.062,3142,2534,671.2,2,6,3.5,5,9,50332.392,4,0.15,6.2,13.91,5.042669333,21.14635013,12,3,1,0
355,275,869.7,0,19754,0,27.72,3,1,4,4,3.5,28780.0128,0,0.171,6,17.28,0.182939525,2.488129843,21,10.5,0,1
235,235,450.7,0,15898,0,920.8,1,1,4,6,12,21340.2816,4,0.14,5.9,25.5,0.203521948,4.154844288,4,4,0,1
275,275,54.1,0,6434,0,920.8,6,2,3,4,4,37329.1776,4,0.283,7.28,19.74,0.388700773,21.1472493,4,4,0,1
275,235,3.492,0,2124,0,117.7,1,2,4,5,16,17803.962,1,0.123,6.19,12.9,2.754396302,40.02121051,4,12,0,1
235,235,16.73,0,3877,0,13.17,2,1,4,4,7.5,26573.382,1,0.171,6,17.28,0.920298549,39.3481071,7.5,10,0,1
235,235,229.3,182.6,12437,11253,117.7,1,5,4,6,4.5,14732.6256,2,0.2,6.77,23.99,1.552270901,30.37620464,6,1.5,0,1
235,235,6.062,0,2534,0,8.693,1,1,4,3,6,15222.0816,4,0.354,6.5,15.82,1.302342646,73.70754046,8,8,1,0
355,355,1119,0,21176,0,671.2,2,2,3.5,6,10.5,19296.8028,1,0.2,6.77,23.99,0.20150814,2.176724091,3.5,3.5,0,1
355,275,229.3,0,12437,0,920.8,3,3,4,8,8,100566.8928,2,0.3,6.6,10.27,1.008685493,29.5776426,8,6,1,0
275,235,10.33,6.062,3142,2534,38.92,5,4,3.5,4,10,87286.32,4,0.1,6.69,35.66,3.411211013,26.02839432,7.5,5,1,0
275,235,25.1,16.73,4525,3877,231.3,5,4,3.5,4,7,96014.952,2,0.15,6.33,18.96,2.176096795,77.92715671,21,3.5,0,1
235,235,104.5,0,8682,0,5.412,4,3,3.5,3,6,55602.2016,4,0.354,6.5,15.82,1.872063885,36.97513309,9,1.5,1,0
275,275,1119,0,21176,0,57.9,2,3,3.5,7,12,58457.3616,2,0.1,6.69,35.66,0.991983636,18.50983959,6,12,1,0
355,355,1412,1119,22646,21176,482,5,6,3,8,12,268221.888,0,0.14,5.9,25.5,1.451911237,4.824221845,15,6,0,1
235,235,36.92,25.1,5383,4525,117.7,6,5,4,8,4,133817.2704,3,0.15,6.33,18.96,3.478913192,89.78097921,10,8,0,1
355,235,1119,0,21176,0,117.7,5,3,3.5,3,16,125096.796,2,0.14,5.9,25.5,0.671619826,4.088120208,16,12,0,1
355,355,36.92,25.1,5383,4525,83.56,6,4,3.5,8,9,254859.7392,2,0.1,6.69,35.66,3.422652796,25.5603685,15,6,1,0
355,355,1119,0,21176,0,3.178,6,2,3.5,3,1.5,7696.6956,2,0.2,6.77,23.99,0.175467692,2.410605899,1.5,1.5,0,1
275,275,637.2,450.7,17803,15898,920.8,2,5,3,3,10,17824.356,1,0.1,6.1,32.84,0.417965647,4.865958451,5,5,1,0
355,355,1119,0,21176,0,337.4,5,2,3.5,7,20,502610.13,3,0.3,6.6,10.27,0.785034492,40.43901256,24,12,1,0
275,275,1119,869.7,21176,19754,117.7,5,6,4,6,20,432964.62,1,0.14,5.9,25.5,3.82922933,5.961908217,24,16,0,1
275,275,869.7,637.2,19754,17803,19.43,2,5,3.5,3,20,85246.92,2,0.15,6.2,13.91,2.682250691,7.470185219,20,20,1,0
235,235,450.7,330.9,15898,14276,83.56,4,5,3,6,3,58514.4648,3,0.354,6.5,15.82,1.200972427,23.94090484,18,9,1,0
355,275,450.7,0,15898,0,83.56,6,3,4,7,10.5,272125.2996,4,0.283,7.28,19.74,1.716633831,43.49220888,17.5,7,0,1
235,235,6447,5538,40005,34685,337.4,1,6,4,6,12,30444.1632,4,0.14,5.9,25.5,1.159579834,3.271630141,8,8,0,1
355,355,869.7,0,19754,0,83.56,5,1,4,7,7.5,148060.44,3,0.2,6.77,23.99,0.315080685,10.14940487,6,6,0,1
355,235,25.1,16.73,4525,3877,1752,1,5,3,6,2,10148.0544,4,0.1,6.69,35.66,1.250414298,15.85263372,8,8,1,0
355,355,1119,0,21176,0,920.8,5,2,3,6,2.5,48639.69,3,0.354,6.5,15.82,0.168865653,2.461634095,10,10,1,0
275,275,136.7,104.5,9726,8682,162.7,2,4,3.5,4,8,41342.7168,1,0.283,7.28,19.74,1.215520555,28.32622249,20,16,0,1
275,275,1119,0,21176,0,38.92,4,3,3,3,2,10376.4672,3,0.2,6.77,23.99,0.253721136,1.92960822,4,2,0,1
275,275,229.3,182.6,12437,11253,57.9,5,5,3,4,6,60692.544,0,0.15,6.2,13.91,1.217126138,8.280386865,8,8,1,0
235,235,1119,0,21176,0,8.693,6,2,3,3,4.5,40196.574,2,0.15,6.33,18.96,0.275054963,4.739393504,4.5,7.5,0,1
355,275,2153,1752,26048,24164,57.9,6,4,4,6,18,358281.792,2,0.171,6,17.28,2.129057154,24.75443386,12,15,0,1
235,235,16.73,0,3877,0,117.7,5,3,3,7,24,344026.386,3,0.3,6.6,10.27,3.250356168,82.15523796,12,12,1,0
275,235,54.1,36.92,6434,5383,57.9,1,6,3,4,1.5,4927.1904,2,0.14,5.9,25.5,1.142992569,3.069847215,7.5,4.5,0,1
275,275,16.73,10.33,3877,3142,8.693,2,6,3.5,6,5,9054.936,0,0.2,6.77,23.99,3.391777146,54.03020061,2.5,5,0,1
235,235,182.6,0,11253,0,13.17,3,3,4,4,20,52698.096,2,0.123,6.19,12.9,1.828864887,16.20806151,4,12,0,1
275,235,54.1,36.92,6434,5383,1752,3,4,3,4,6,40624.848,4,0.1,6.69,35.66,0.958869715,13.05991079,6,10,1,0
235,235,182.6,0,11253,0,231.3,1,1,4,8,17.5,98237.898,3,0.3,6.6,10.27,0.714637705,45.89080843,17.5,14,1,0
235,235,136.7,0,9726,0,337.4,1,3,4,8,1.5,8744.9472,4,0.15,6.2,13.91,0.645169658,4.614754157,4.5,3,1,0
275,275,450.7,330.9,15898,14276,337.4,2,5,4,7,3,32842.4976,3,0.15,6.2,13.91,1.169715085,8.446891847,18,3,1,0
355,235,330.9,0,14276,0,27.72,2,1,3,8,4.5,20757.0132,1,0.283,7.28,19.74,0.190329883,8.746127937,3,3,0,1
235,235,229.3,0,12437,0,27.72,1,3,3.5,5,10.5,25349.742,1,0.171,6,17.28,1.407521067,33.69641506,14,3.5,0,1
235,235,637.2,0,17803,0,27.72,3,2,4,4,7,59003.9208,3,0.2,6.77,23.99,0.715920742,35.56061412,17.5,14,0,1
355,355,1752,1412,24164,22646,162.7,3,6,3,8,24,143900.064,2,0.2,6.77,23.99,1.862306599,27.53669176,4,20,0,1
355,235,2153,1752,26048,24164,162.7,2,5,3.5,8,24,197870.7456,2,0.2,6.77,23.99,2.397616556,38.32760379,16,12,0,1
355,275,77.63,0,7684,0,231.3,3,2,3.5,7,6,86388.984,2,0.123,6.19,12.9,0.925774959,11.31174827,7.5,7.5,0,1
235,235,36.92,0,5383,0,117.7,3,1,3,7,17.5,165527.901,3,0.3,6.6,10.27,0.82805307,63.49483096,10.5,14,1,0
235,235,182.6,136.7,11253,9726,482,2,5,4,8,8,97369.1136,2,0.1,6.1,32.84,2.290516094,13.54791349,24,16,1,0
275,275,1119,0,21176,0,117.7,4,1,3,3,3,10865.9232,0,0.2,6.77,23.99,0.056825906,0.166538562,6,12,0,1
235,235,36.92,25.1,5383,4525,83.56,1,5,3.5,8,9,35542.6632,1,0.354,6.5,15.82,3.402628439,31.12869844,12,6,1,0
275,275,276.9,229.3,13347,12437,13.17,2,5,3.5,6,12,18207.7632,0,0.3,6.6,10.27,2.151848258,61.61127079,2,2,1,0
355,355,1119,0,21176,0,57.9,4,1,3.5,6,9,160859.7144,3,0.354,6.5,15.82,0.278350702,19.96196486,9,4.5,1,0
235,235,2153,1752,26048,24164,19.43,6,4,3.5,4,6,87661.5696,1,0.283,7.28,19.74,1.040673552,20.61300972,15,9,0,1
275,235,276.9,229.3,13347,12437,162.7,5,4,3,7,3.5,83013.777,2,0.123,6.19,12.9,0.928744835,7.571603487,17.5,14,0,1
355,235,36.92,25.1,5383,4525,38.92,6,4,3.5,5,21,303217.992,0,0.1,6.69,35.66,3.988333988,35.75084653,14,10.5,1,0
275,275,330.9,0,14276,0,920.8,6,1,3,7,7.5,182567.088,4,0.2,6.77,23.99,0.240287074,3.098379123,6,6,0,1
275,275,1412,1119,22646,21176,337.4,5,5,3.5,7,24,285985.062,1,0.1,6.69,35.66,1.564652501,22.89239244,12,4,1,0
275,275,3034,2153,28583,26048,19.43,5,5,4,6,7.5,86266.62,4,0.123,6.19,12.9,1.784215945,12.22936083,3,6,0,1
235,235,3.492,0,2124,0,27.72,3,3,3.5,5,17.5,86725.485,0,0.123,6.19,12.9,5.196934987,26.00461022,10.5,3.5,0,1
235,235,450.7,0,15898,0,482,3,2,3.5,8,7.5,104131.764,2,0.14,5.9,25.5,0.539690207,6.673538008,7.5,1.5,0,1
275,235,1119,0,21176,0,27.72,3,3,3,7,9,47146.8492,1,0.3,6.6,10.27,0.704209306,27.90843029,6,3,1,0
235,235,136.7,104.5,9726,8682,27.72,3,4,3,3,10.5,21585.0096,0,0.171,6,17.28,0.919340327,16.27841483,7,3.5,0,1
355,275,1752,1412,24164,22646,920.8,6,5,4,8,6,118448.352,4,0.14,5.9,25.5,0.810022173,3.056975071,6,15,0,1
355,235,10.33,0,3142,0,83.56,6,2,3,7,7,162801.2232,1,0.283,7.28,19.74,1.821276601,59.3033699,17.5,3.5,0,1
275,235,77.63,54.1,7684,6434,27.72,6,6,3.5,4,6,43463.6928,4,0.14,5.9,25.5,2.070796187,6.051617523,1.5,6,0,1
275,275,229.3,182.6,12437,11253,83.56,2,5,3.5,8,17.5,61161.606,1,0.123,6.19,12.9,2.425063312,11.13464185,3.5,14,0,1
235,235,25.1,16.73,4525,3877,27.72,5,6,4,8,10,62813.52,2,0.14,5.9,25.5,4.792835967,6.265639149,2.5,2.5,0,1
355,275,1119,0,21176,0,38.92,1,3,4,6,6,28339.5024,2,0.123,6.19,12.9,1.115630556,15.67919842,9,4.5,0,1
235,235,16.73,0,3877,0,117.7,5,1,3.5,6,10.5,207039.888,3,0.14,5.9,25.5,1.289345529,13.29624762,17.5,14,0,1
275,275,1119,0,21176,0,162.7,4,3,3.5,8,7.5,171880.632,4,0.171,6,17.28,1.008712771,28.4351444,9,1.5,0,1
275,275,77.63,54.1,7684,6434,57.9,3,4,3.5,6,10,103193.64,2,0.3,6.6,10.27,2.560344785,67.62832441,10,12.5,1,0
355,235,1119,0,21176,0,231.3,6,3,3,4,12,85361.1264,4,0.14,5.9,25.5,0.383590074,4.705955724,8,4,0,1
355,235,1119,0,21176,0,27.72,5,2,4,4,4,20230.848,0,0.1,6.1,32.84,0.294968164,3.549761109,8,8,1,0
235,235,1752,1412,24164,22646,1752,2,4,3.5,6,7,35975.016,0,0.14,5.9,25.5,0.40882143,3.534679168,10.5,17.5,0,1
275,275,182.6,136.7,11253,9726,920.8,6,4,3.5,5,7,79006.356,1,0.15,6.2,13.91,0.76966329,4.344275869,10.5,7,1,0
355,235,1119,0,21176,0,117.7,6,3,4,3,12,125985.9744,0,0.1,6.69,35.66,0.724135766,15.36830049,20,12,1,0
275,275,25.1,16.73,4525,3877,57.9,2,6,3,4,7.5,15173.136,0,0.2,6.77,23.99,1.821409232,31.86656367,3,3,0,1
275,275,6.062,0,2534,0,8.693,4,1,4,4,3,27695.052,1,0.1,6.1,32.84,1.107260068,19.94137225,6,7.5,1,0
275,275,104.5,0,8682,0,117.7,1,2,3,8,10,67300.2,3,0.1,6.69,35.66,1.093038063,25.4607226,12,10,1,0
355,235,136.7,104.5,9726,8682,920.8,6,4,3,3,18,78851.3616,4,0.283,7.28,19.74,0.684470204,19.21298916,3,9,0,1
355,355,104.5,77.63,8682,7684,38.92,5,5,3,8,2.5,38340.72,4,0.14,5.9,25.5,1.563396484,8.460687695,2.5,10,0,1
275,235,1119,0,21176,0,117.7,3,1,3,7,24,302740.7724,3,0.354,6.5,15.82,0.336109697,22.09638206,20,8,1,0
355,355,330.9,276.9,14276,13347,162.7,4,6,3.5,7,4,39335.9472,3,0.171,6,17.28,1.281838461,25.72356107,4,4,0,1
235,235,276.9,229.3,13347,12437,1412,2,4,3.5,8,6,45486.7776,4,0.3,6.6,10.27,0.802678532,25.94349944,6,4,1,0
355,355,1752,1412,24164,22646,117.7,5,6,3.5,6,7.5,141330.42,1,0.15,6.33,18.96,1.772500563,44.38788517,12.5,10,0,1
275,235,1119,0,21176,0,920.8,2,2,3,8,3,21217.9176,3,0.123,6.19,12.9,0.175940117,0.708046922,6,12,0,1
355,275,330.9,276.9,14276,13347,671.2,6,6,3,3,15,178406.712,0,0.123,6.19,12.9,1.143571648,8.475963903,18,6,0,1
275,275,1119,0,21176,0,27.72,6,3,4,6,10,153689.184,3,0.14,5.9,25.5,1.331073527,7.296848753,6,6,0,1
355,235,1119,0,21176,0,38.92,1,2,3.5,6,10,33364.584,4,0.1,6.1,32.84,0.558234821,28.78500981,7.5,7.5,1,0
235,235,450.7,330.9,15898,14276,162.7,4,6,4,4,3.5,48150.234,3,0.123,6.19,12.9,1.34259453,6.494612628,21,17.5,0,1
275,275,637.2,0,17803,0,162.7,4,1,4,8,24,396589.8816,1,0.1,6.1,32.84,0.589988851,37.85087002,16,16,1,0
235,235,6447,5538,40005,34685,1412,2,4,4,3,9,33747.9912,2,0.15,6.2,13.91,0.357409014,4.162365637,15,3,1,0
355,275,136.7,104.5,9726,8682,162.7,4,6,4,8,17.5,290063.862,1,0.2,6.77,23.99,4.815815577,61.12452925,14,14,0,1
355,275,36.92,0,5383,0,671.2,2,3,3,5,12.5,50985,1,0.2,6.77,23.99,1.147243393,38.13431966,7.5,7.5,0,1
355,355,869.7,0,19754,0,920.8,1,1,3,6,12,14390.0064,0,0.354,6.5,15.82,0.095646342,1.376098141,2,8,1,0
235,235,1119,0,21176,0,482,1,2,3.5,4,18,38047.0464,4,0.1,6.1,32.84,0.355576266,5.415440431,6,12,1,0
275,235,136.7,0,9726,0,117.7,1,2,3,8,12,43855.2576,0,0.123,6.19,12.9,0.829898656,10.41481501,16,8,0,1
235,235,869.7,637.2,19754,17803,920.8,5,5,4,4,2,9136.512,0,0.1,6.1,32.84,0.303937819,1.888016161,4,2,1,0
235,235,869.7,0,19754,0,920.8,6,3,3.5,7,9,177109.6536,4,0.171,6,17.28,0.555947292,14.61848795,4.5,6,0,1
355,355,276.9,229.3,13347,12437,482,1,5,3,7,3,16013.3688,2,0.15,6.2,13.91,0.773942084,3.834842815,18,3,1,0
355,355,36.92,0,5383,0,83.56,5,1,3,7,8,119916.72,0,0.1,6.1,32.84,0.588084589,39.5180819,12,20,1,0
235,235,276.9,229.3,13347,12437,38.92,6,5,4,8,14,115968.4416,4,0.15,6.2,13.91,2.932721409,9.05875635,3.5,3.5,1,0
235,235,6.062,3.492,2534,2124,27.72,2,4,4,8,6,24782.7888,1,0.3,6.6,10.27,4.43430518,37.55194662,3,1.5,1,0
235,235,6.062,0,2534,0,117.7,4,2,4,3,15,117714.168,4,0.14,5.9,25.5,3.381688621,18.34981513,15,6,0,1
235,235,637.2,0,17803,0,920.8,1,3,4,3,8,18636.0372,3,0.3,6.6,10.27,0.45926636,19.57058861,10,2,1,0
355,355,36.92,0,5383,0,57.9,1,2,3,6,12,48578.508,1,0.15,6.33,18.96,1.330628444,65.43712306,15,15,0,1
